z,quality
0,-0.000
1,5.517E-4
2,8.144E-4
3,0.001
4,0.002
5,0.003
6,0.003
7,0.003
8,0.003
9,0.002
10,0.002
11,0.002
12,0.002
13,0.002
14,0.002
15,0.002
16,0.002
17,0.002
18,0.002
19,0.002
20,0.002
21,0.002
22,0.002
23,0.001
24,0.001
25,0.001
26,0.001
27,0.001
28,0.001
29,0.001
30,0.001
31,0.001
32,0.001
33,0.001
34,0.001
35,0.001
36,9.892E-4
37,9.621E-4
38,9.282E-4
39,9.150E-4
40,8.728E-4
41,8.459E-4
42,8.136E-4
43,7.815E-4
44,7.722E-4
45,7.390E-4
46,7.235E-4
47,6.991E-4
48,6.813E-4
49,6.698E-4
50,6.540E-4
51,6.407E-4
52,6.284E-4
53,6.076E-4
54,6.030E-4
55,5.872E-4
56,5.811E-4
57,5.720E-4
58,5.496E-4
59,5.430E-4
60,5.300E-4
61,5.237E-4
62,5.183E-4
63,5.076E-4
64,5.025E-4
65,4.908E-4
66,4.863E-4
67,4.811E-4
68,4.777E-4
69,4.744E-4
70,4.611E-4
71,4.564E-4
72,4.479E-4
73,4.431E-4
74,4.408E-4
75,4.359E-4
76,4.331E-4
77,4.292E-4
78,4.224E-4
79,4.179E-4
80,4.148E-4
81,4.111E-4
82,4.065E-4
83,4.046E-4
84,4.036E-4
85,3.985E-4
86,4.006E-4
87,3.952E-4
88,3.914E-4
89,3.928E-4
90,3.901E-4
91,3.892E-4
92,3.872E-4
93,3.847E-4
94,3.817E-4
95,3.760E-4
96,3.743E-4
97,3.733E-4
98,3.729E-4
99,3.724E-4
100,3.683E-4
101,3.693E-4
102,3.699E-4
103,3.676E-4
104,3.658E-4
105,3.656E-4
106,3.644E-4
107,3.625E-4
108,3.618E-4
109,3.604E-4
110,3.612E-4
111,3.595E-4
112,3.607E-4
113,3.588E-4
114,3.600E-4
115,3.588E-4
116,3.588E-4
117,3.593E-4
118,3.610E-4
119,3.577E-4
120,3.574E-4
121,3.565E-4
122,3.583E-4
123,3.560E-4
124,3.579E-4
125,3.548E-4
126,3.543E-4
127,3.569E-4
128,3.544E-4
129,3.554E-4
130,3.552E-4
131,3.547E-4
132,3.542E-4
133,3.544E-4
134,3.536E-4
135,3.524E-4
136,3.541E-4
137,3.532E-4
138,3.511E-4
139,-0.000
