 ,Label,Mean,Min,Max
1,Fructose_orgconf3.tif:1,0.000,0,0
2,Fructose_orgconf3.tif:2,637.959,294,1585
3,Fructose_orgconf3.tif:3,680.190,300,2560
4,Fructose_orgconf3.tif:4,762.248,307,4858
5,Fructose_orgconf3.tif:5,927.122,292,10267
6,Fructose_orgconf3.tif:6,1169.573,308,16051
7,Fructose_orgconf3.tif:7,1401.362,302,22710
8,Fructose_orgconf3.tif:8,1507.008,298,25211
9,Fructose_orgconf3.tif:9,1521.945,305,23143
10,Fructose_orgconf3.tif:10,1522.961,320,18622
11,Fructose_orgconf3.tif:11,1482.501,318,19179
12,Fructose_orgconf3.tif:12,1437.724,305,13147
13,Fructose_orgconf3.tif:13,1403.856,317,10117
14,Fructose_orgconf3.tif:14,1371.978,317,8496
15,Fructose_orgconf3.tif:15,1347.766,328,8756
16,Fructose_orgconf3.tif:16,1320.065,313,11880
17,Fructose_orgconf3.tif:17,1296.708,328,19382
18,Fructose_orgconf3.tif:18,1263.917,322,20709
19,Fructose_orgconf3.tif:19,1239.091,339,12557
20,Fructose_orgconf3.tif:20,1213.970,343,5737
21,Fructose_orgconf3.tif:21,1194.560,369,4481
22,Fructose_orgconf3.tif:22,1175.274,384,5239
23,Fructose_orgconf3.tif:23,1161.657,415,5135
24,Fructose_orgconf3.tif:24,1147.577,417,3657
25,Fructose_orgconf3.tif:25,1134.592,425,3570
26,Fructose_orgconf3.tif:26,1123.706,433,2491
27,Fructose_orgconf3.tif:27,1108.638,421,2365
28,Fructose_orgconf3.tif:28,1091.293,457,2668
29,Fructose_orgconf3.tif:29,1081.360,469,2433
30,Fructose_orgconf3.tif:30,1065.941,489,2693
31,Fructose_orgconf3.tif:31,1059.329,498,2604
32,Fructose_orgconf3.tif:32,1061.259,493,2327
33,Fructose_orgconf3.tif:33,1041.813,467,2373
34,Fructose_orgconf3.tif:34,1044.788,472,2338
35,Fructose_orgconf3.tif:35,1027.722,470,2716
36,Fructose_orgconf3.tif:36,1024.037,467,2673
37,Fructose_orgconf3.tif:37,1017.040,470,2728
38,Fructose_orgconf3.tif:38,1009.138,455,2446
39,Fructose_orgconf3.tif:39,1014.164,474,2447
40,Fructose_orgconf3.tif:40,996.873,461,2241
41,Fructose_orgconf3.tif:41,991.614,458,2292
42,Fructose_orgconf3.tif:42,981.575,460,2066
43,Fructose_orgconf3.tif:43,977.409,458,1950
44,Fructose_orgconf3.tif:44,981.266,435,2092
45,Fructose_orgconf3.tif:45,975.374,437,2244
46,Fructose_orgconf3.tif:46,961.921,421,2031
47,Fructose_orgconf3.tif:47,944.992,420,1966
48,Fructose_orgconf3.tif:48,936.037,417,2068
49,Fructose_orgconf3.tif:49,924.747,409,1924
50,Fructose_orgconf3.tif:50,915.772,422,1734
51,Fructose_orgconf3.tif:51,905.740,422,1645
52,Fructose_orgconf3.tif:52,902.946,419,1640
53,Fructose_orgconf3.tif:53,891.101,427,1730
54,Fructose_orgconf3.tif:54,886.210,433,1792
55,Fructose_orgconf3.tif:55,874.269,435,1594
56,Fructose_orgconf3.tif:56,870.718,423,1531
57,Fructose_orgconf3.tif:57,872.885,428,1520
58,Fructose_orgconf3.tif:58,851.860,402,1598
59,Fructose_orgconf3.tif:59,844.010,427,1700
60,Fructose_orgconf3.tif:60,835.950,439,1740
61,Fructose_orgconf3.tif:61,827.512,429,1760
62,Fructose_orgconf3.tif:62,822.890,423,1623
63,Fructose_orgconf3.tif:63,817.510,431,1571
64,Fructose_orgconf3.tif:64,812.464,419,1580
65,Fructose_orgconf3.tif:65,808.687,429,1656
66,Fructose_orgconf3.tif:66,805.766,434,1722
67,Fructose_orgconf3.tif:67,800.668,441,1601
68,Fructose_orgconf3.tif:68,795.767,421,1606
69,Fructose_orgconf3.tif:69,791.014,423,1426
70,Fructose_orgconf3.tif:70,785.456,428,1321
71,Fructose_orgconf3.tif:71,779.333,421,1393
72,Fructose_orgconf3.tif:72,770.939,420,1341
73,Fructose_orgconf3.tif:73,769.244,403,1339
74,Fructose_orgconf3.tif:74,765.667,408,1252
75,Fructose_orgconf3.tif:75,761.573,390,1236
76,Fructose_orgconf3.tif:76,760.271,414,1197
77,Fructose_orgconf3.tif:77,767.522,422,1202
78,Fructose_orgconf3.tif:78,752.765,412,1190
79,Fructose_orgconf3.tif:79,749.688,416,1213
80,Fructose_orgconf3.tif:80,741.588,407,1124
81,Fructose_orgconf3.tif:81,737.180,408,1132
82,Fructose_orgconf3.tif:82,730.737,380,1232
83,Fructose_orgconf3.tif:83,741.584,398,1255
84,Fructose_orgconf3.tif:84,723.660,372,1240
85,Fructose_orgconf3.tif:85,719.676,379,1114
86,Fructose_orgconf3.tif:86,718.733,360,1102
87,Fructose_orgconf3.tif:87,724.421,369,1095
88,Fructose_orgconf3.tif:88,712.396,375,1113
89,Fructose_orgconf3.tif:89,716.941,385,1110
90,Fructose_orgconf3.tif:90,716.811,374,1052
91,Fructose_orgconf3.tif:91,703.640,367,1011
92,Fructose_orgconf3.tif:92,700.650,367,1010
93,Fructose_orgconf3.tif:93,710.983,369,1043
94,Fructose_orgconf3.tif:94,708.141,357,1012
95,Fructose_orgconf3.tif:95,695.908,343,974
96,Fructose_orgconf3.tif:96,705.295,355,1001
97,Fructose_orgconf3.tif:97,690.393,345,964
98,Fructose_orgconf3.tif:98,685.478,337,1005
99,Fructose_orgconf3.tif:99,683.582,354,1002
100,Fructose_orgconf3.tif:100,681.479,347,1005
101,Fructose_orgconf3.tif:101,678.732,348,1007
102,Fructose_orgconf3.tif:102,688.323,331,1005
103,Fructose_orgconf3.tif:103,673.647,338,946
104,Fructose_orgconf3.tif:104,671.022,351,929
105,Fructose_orgconf3.tif:105,669.194,336,985
106,Fructose_orgconf3.tif:106,666.987,339,1072
107,Fructose_orgconf3.tif:107,665.369,335,1032
108,Fructose_orgconf3.tif:108,663.355,336,1078
109,Fructose_orgconf3.tif:109,661.390,342,1256
110,Fructose_orgconf3.tif:110,659.746,341,1302
111,Fructose_orgconf3.tif:111,657.491,334,1271
112,Fructose_orgconf3.tif:112,654.971,319,1153
