z,quality
0,24.465
1,24.465
2,24.465
3,24.465
4,24.465
5,24.465
6,24.465
7,24.465
8,24.465
9,24.465
10,24.465
11,30.855
12,39.770
13,42.643
14,39.961
15,46.659
16,49.971
17,47.732
18,47.416
19,45.219
20,45.904
21,52.002
22,45.842
23,46.456
24,47.158
25,44.329
26,45.029
27,45.001
28,48.810
29,44.500
30,44.764
31,45.412
32,46.909
33,44.001
34,42.057
35,39.704
36,40.300
37,40.061
38,41.094
39,38.571
40,38.532
41,34.773
42,36.032
43,38.665
44,38.054
45,31.100
46,31.254
47,29.976
48,29.419
49,30.882
50,28.623
51,28.966
52,25.611
53,25.233
54,24.950
55,23.317
56,23.469
57,21.359
58,16.125
59,15.596
60,18.514
61,20.508
62,19.368
63,19.824
64,17.601
65,13.198
66,15.471
67,16.472
68,15.213
69,18.002
70,18.091
71,16.443
72,12.811
73,15.563
74,13.347
75,12.522
76,10.838
77,9.016
78,8.006
79,8.837
80,5.199
81,5.954
82,4.837
83,5.596
84,4.341
85,4.751
86,5.802
87,5.975
88,6.080
89,5.569
90,3.549
91,2.794
92,3.860
93,1.418
94,3.503
95,1.227
96,-0.687
97,1.654
98,3.677
99,1.803
100,0.126
101,0.042
102,0.179
103,0.717
104,-0.964
105,0.698
106,2.521
107,0.548
108,0.277
109,0.459
110,-1.067
111,-3.534
112,0.081
113,1.170
114,2.523
115,0.675
116,1.853
117,2.367
118,3.358
119,-1.508
120,-1.351
121,-3.389
122,-1.320
123,-0.488
124,-0.306
125,2.247
126,1.022
127,2.350
128,-1.941
129,-0.535
130,-1.815
131,-1.815
132,-1.815
133,-1.815
134,-1.815
135,-1.815
136,-1.815
137,-1.815
138,-1.815
139,-1.815
140,-1.815
