 ,Label,Mean,Min,Max
1,Fructose_org4_angle0.tif:1,0.000,0,0
2,Fructose_org4_angle0.tif:2,326.939,224,422
3,Fructose_org4_angle0.tif:3,328.827,228,436
4,Fructose_org4_angle0.tif:4,330.451,230,426
5,Fructose_org4_angle0.tif:5,331.882,235,438
6,Fructose_org4_angle0.tif:6,333.271,236,436
7,Fructose_org4_angle0.tif:7,334.659,230,456
8,Fructose_org4_angle0.tif:8,336.166,231,441
9,Fructose_org4_angle0.tif:9,337.597,237,440
10,Fructose_org4_angle0.tif:10,339.077,236,438
11,Fructose_org4_angle0.tif:11,340.718,233,453
12,Fructose_org4_angle0.tif:12,342.379,230,464
13,Fructose_org4_angle0.tif:13,343.959,239,462
14,Fructose_org4_angle0.tif:14,345.694,238,474
15,Fructose_org4_angle0.tif:15,347.504,240,456
16,Fructose_org4_angle0.tif:16,349.334,239,464
17,Fructose_org4_angle0.tif:17,351.069,238,474
18,Fructose_org4_angle0.tif:18,352.926,244,476
19,Fructose_org4_angle0.tif:19,354.962,244,486
20,Fructose_org4_angle0.tif:20,357.033,239,486
21,Fructose_org4_angle0.tif:21,359.092,244,486
22,Fructose_org4_angle0.tif:22,361.360,248,508
23,Fructose_org4_angle0.tif:23,363.665,240,496
24,Fructose_org4_angle0.tif:24,366.169,249,518
25,Fructose_org4_angle0.tif:25,368.816,246,523
26,Fructose_org4_angle0.tif:26,371.704,248,537
27,Fructose_org4_angle0.tif:27,374.712,244,561
28,Fructose_org4_angle0.tif:28,377.994,238,561
29,Fructose_org4_angle0.tif:29,381.608,246,576
30,Fructose_org4_angle0.tif:30,385.842,250,591
31,Fructose_org4_angle0.tif:31,390.596,246,630
32,Fructose_org4_angle0.tif:32,396.187,246,687
33,Fructose_org4_angle0.tif:33,403.125,250,783
34,Fructose_org4_angle0.tif:34,412.114,242,921
35,Fructose_org4_angle0.tif:35,424.025,249,1155
36,Fructose_org4_angle0.tif:36,439.660,252,1480
37,Fructose_org4_angle0.tif:37,460.935,259,1905
38,Fructose_org4_angle0.tif:38,489.431,252,2413
39,Fructose_org4_angle0.tif:39,526.334,253,3062
40,Fructose_org4_angle0.tif:40,572.310,260,3721
41,Fructose_org4_angle0.tif:41,629.127,267,4440
42,Fructose_org4_angle0.tif:42,696.385,265,5079
43,Fructose_org4_angle0.tif:43,773.332,270,5676
44,Fructose_org4_angle0.tif:44,858.644,275,6410
45,Fructose_org4_angle0.tif:45,951.035,273,7483
46,Fructose_org4_angle0.tif:46,1050.216,276,8490
47,Fructose_org4_angle0.tif:47,1153.391,280,9359
48,Fructose_org4_angle0.tif:48,1261.785,289,9910
49,Fructose_org4_angle0.tif:49,1376.057,279,10222
50,Fructose_org4_angle0.tif:50,1498.999,292,10185
51,Fructose_org4_angle0.tif:51,1629.410,297,9811
52,Fructose_org4_angle0.tif:52,1767.243,294,9917
53,Fructose_org4_angle0.tif:53,1914.390,290,9960
54,Fructose_org4_angle0.tif:54,2071.148,302,10366
55,Fructose_org4_angle0.tif:55,2233.376,301,11276
56,Fructose_org4_angle0.tif:56,2396.963,314,11990
57,Fructose_org4_angle0.tif:57,2558.053,315,12455
58,Fructose_org4_angle0.tif:58,2717.754,325,12601
59,Fructose_org4_angle0.tif:59,2871.031,338,12493
60,Fructose_org4_angle0.tif:60,3016.604,337,12295
61,Fructose_org4_angle0.tif:61,3156.059,331,11857
62,Fructose_org4_angle0.tif:62,3289.821,346,11477
63,Fructose_org4_angle0.tif:63,3422.171,332,11337
64,Fructose_org4_angle0.tif:64,3557.170,340,11243
65,Fructose_org4_angle0.tif:65,3698.615,348,12614
66,Fructose_org4_angle0.tif:66,3846.877,362,13685
67,Fructose_org4_angle0.tif:67,3999.178,369,15018
68,Fructose_org4_angle0.tif:68,4154.804,374,15762
69,Fructose_org4_angle0.tif:69,4309.824,362,16013
70,Fructose_org4_angle0.tif:70,4456.525,341,15739
71,Fructose_org4_angle0.tif:71,4597.481,363,15194
72,Fructose_org4_angle0.tif:72,4730.554,393,14724
73,Fructose_org4_angle0.tif:73,4855.947,415,14218
74,Fructose_org4_angle0.tif:74,4968.645,425,13529
75,Fructose_org4_angle0.tif:75,5078.436,441,12964
76,Fructose_org4_angle0.tif:76,5180.783,430,12834
77,Fructose_org4_angle0.tif:77,5277.754,447,13226
78,Fructose_org4_angle0.tif:78,5371.990,453,13429
79,Fructose_org4_angle0.tif:79,5461.995,461,13509
80,Fructose_org4_angle0.tif:80,5551.023,472,13953
81,Fructose_org4_angle0.tif:81,5639.630,489,14104
82,Fructose_org4_angle0.tif:82,5719.211,503,13601
83,Fructose_org4_angle0.tif:83,5796.381,495,13293
84,Fructose_org4_angle0.tif:84,5871.912,516,14626
85,Fructose_org4_angle0.tif:85,5940.172,543,16291
86,Fructose_org4_angle0.tif:86,6007.210,545,17233
87,Fructose_org4_angle0.tif:87,6084.435,566,17175
88,Fructose_org4_angle0.tif:88,6173.335,573,16503
89,Fructose_org4_angle0.tif:89,6267.927,594,15030
90,Fructose_org4_angle0.tif:90,6361.707,604,13232
91,Fructose_org4_angle0.tif:91,6455.259,611,12827
92,Fructose_org4_angle0.tif:92,6547.217,633,12851
93,Fructose_org4_angle0.tif:93,6630.471,676,13017
94,Fructose_org4_angle0.tif:94,6712.574,716,13197
95,Fructose_org4_angle0.tif:95,6793.241,749,13063
96,Fructose_org4_angle0.tif:96,6876.632,804,12696
97,Fructose_org4_angle0.tif:97,6965.814,864,12991
98,Fructose_org4_angle0.tif:98,7062.672,959,13138
99,Fructose_org4_angle0.tif:99,7167.385,1052,13233
100,Fructose_org4_angle0.tif:100,7283.066,1207,13480
101,Fructose_org4_angle0.tif:101,7407.045,1352,14251
102,Fructose_org4_angle0.tif:102,7534.489,1498,14504
103,Fructose_org4_angle0.tif:103,7661.484,1655,14231
104,Fructose_org4_angle0.tif:104,7785.869,1796,14033
105,Fructose_org4_angle0.tif:105,7897.630,1920,14271
106,Fructose_org4_angle0.tif:106,8001.964,2078,14626
107,Fructose_org4_angle0.tif:107,8088.895,2185,14764
108,Fructose_org4_angle0.tif:108,8157.036,2368,15797
109,Fructose_org4_angle0.tif:109,8214.685,2706,16959
110,Fructose_org4_angle0.tif:110,8254.203,3129,17646
111,Fructose_org4_angle0.tif:111,8277.104,3343,17700
112,Fructose_org4_angle0.tif:112,8287.856,3518,17352
113,Fructose_org4_angle0.tif:113,8286.849,3697,16960
114,Fructose_org4_angle0.tif:114,8289.142,3875,16890
115,Fructose_org4_angle0.tif:115,8305.351,3953,16671
116,Fructose_org4_angle0.tif:116,8327.377,3925,16235
117,Fructose_org4_angle0.tif:117,8356.401,4036,15811
118,Fructose_org4_angle0.tif:118,8395.258,4070,15241
119,Fructose_org4_angle0.tif:119,8440.480,4183,14760
120,Fructose_org4_angle0.tif:120,8495.808,4283,14315
121,Fructose_org4_angle0.tif:121,8558.760,4417,13943
122,Fructose_org4_angle0.tif:122,8628.801,4520,14774
123,Fructose_org4_angle0.tif:123,8714.419,4470,15254
124,Fructose_org4_angle0.tif:124,8806.773,4280,14912
125,Fructose_org4_angle0.tif:125,8906.004,4058,14372
126,Fructose_org4_angle0.tif:126,9011.890,3935,14210
127,Fructose_org4_angle0.tif:127,9123.976,3985,14970
128,Fructose_org4_angle0.tif:128,9233.247,4035,15275
129,Fructose_org4_angle0.tif:129,9340.200,4081,14784
130,Fructose_org4_angle0.tif:130,9441.529,4159,14558
131,Fructose_org4_angle0.tif:131,9534.021,4223,14962
132,Fructose_org4_angle0.tif:132,9619.492,4440,15139
133,Fructose_org4_angle0.tif:133,9689.765,4483,15332
134,Fructose_org4_angle0.tif:134,9746.362,4444,15514
135,Fructose_org4_angle0.tif:135,9792.609,4522,15578
136,Fructose_org4_angle0.tif:136,9830.131,4623,15716
137,Fructose_org4_angle0.tif:137,9866.193,4749,15729
138,Fructose_org4_angle0.tif:138,9901.559,4782,15740
139,Fructose_org4_angle0.tif:139,9932.614,4765,15491
140,Fructose_org4_angle0.tif:140,9966.633,4809,15241
141,Fructose_org4_angle0.tif:141,10002.550,4908,15320
142,Fructose_org4_angle0.tif:142,10040.933,4965,15774
143,Fructose_org4_angle0.tif:143,10088.510,5158,16067
144,Fructose_org4_angle0.tif:144,10133.515,5585,16292
145,Fructose_org4_angle0.tif:145,10180.996,5759,16303
146,Fructose_org4_angle0.tif:146,10240.100,5739,16220
147,Fructose_org4_angle0.tif:147,10299.496,5463,16356
148,Fructose_org4_angle0.tif:148,10354.118,5244,16437
149,Fructose_org4_angle0.tif:149,10404.424,5040,16465
150,Fructose_org4_angle0.tif:150,10451.824,4907,16408
151,Fructose_org4_angle0.tif:151,10494.679,4787,16451
152,Fructose_org4_angle0.tif:152,10531.943,4629,16361
153,Fructose_org4_angle0.tif:153,10563.659,4574,16195
154,Fructose_org4_angle0.tif:154,10596.416,4573,16061
155,Fructose_org4_angle0.tif:155,10626.579,4564,16290
156,Fructose_org4_angle0.tif:156,10649.629,4582,16485
157,Fructose_org4_angle0.tif:157,10678.442,4635,16634
158,Fructose_org4_angle0.tif:158,10705.276,4622,16432
159,Fructose_org4_angle0.tif:159,10732.449,4739,16233
160,Fructose_org4_angle0.tif:160,10768.854,4825,16187
161,Fructose_org4_angle0.tif:161,10806.284,5016,16286
162,Fructose_org4_angle0.tif:162,10841.409,5071,16524
163,Fructose_org4_angle0.tif:163,10884.016,5082,16801
164,Fructose_org4_angle0.tif:164,10923.347,4976,17074
165,Fructose_org4_angle0.tif:165,10968.735,4893,17256
166,Fructose_org4_angle0.tif:166,11024.043,4889,17350
167,Fructose_org4_angle0.tif:167,11078.648,4886,17287
168,Fructose_org4_angle0.tif:168,11128.092,4857,17090
169,Fructose_org4_angle0.tif:169,11161.563,4912,16808
170,Fructose_org4_angle0.tif:170,11183.384,4913,16595
171,Fructose_org4_angle0.tif:171,11194.578,5022,16411
172,Fructose_org4_angle0.tif:172,11186.565,5044,16272
173,Fructose_org4_angle0.tif:173,11166.528,5106,16164
174,Fructose_org4_angle0.tif:174,11134.260,4973,15992
175,Fructose_org4_angle0.tif:175,11091.467,4917,15918
176,Fructose_org4_angle0.tif:176,11042.104,4851,16029
177,Fructose_org4_angle0.tif:177,10990.554,4769,16134
178,Fructose_org4_angle0.tif:178,10939.426,4780,16052
179,Fructose_org4_angle0.tif:179,10891.263,4907,16097
180,Fructose_org4_angle0.tif:180,10841.585,5061,16399
181,Fructose_org4_angle0.tif:181,10785.265,5229,16880
182,Fructose_org4_angle0.tif:182,10733.327,5545,17034
183,Fructose_org4_angle0.tif:183,10677.509,5763,16979
184,Fructose_org4_angle0.tif:184,10621.852,5965,16879
185,Fructose_org4_angle0.tif:185,10580.812,6084,16831
186,Fructose_org4_angle0.tif:186,10548.992,6010,17066
187,Fructose_org4_angle0.tif:187,10519.670,5805,17371
188,Fructose_org4_angle0.tif:188,10494.369,5785,17753
189,Fructose_org4_angle0.tif:189,10471.309,5764,17811
190,Fructose_org4_angle0.tif:190,10451.726,5698,17974
191,Fructose_org4_angle0.tif:191,10447.523,5750,17939
192,Fructose_org4_angle0.tif:192,10453.175,5793,17813
193,Fructose_org4_angle0.tif:193,10473.745,5863,17954
194,Fructose_org4_angle0.tif:194,10513.033,5909,17813
195,Fructose_org4_angle0.tif:195,10560.864,5786,17637
196,Fructose_org4_angle0.tif:196,10621.024,5641,17469
197,Fructose_org4_angle0.tif:197,10695.539,5577,17547
198,Fructose_org4_angle0.tif:198,10772.139,5509,17374
199,Fructose_org4_angle0.tif:199,10852.665,5501,17054
200,Fructose_org4_angle0.tif:200,10931.229,5500,16794
201,Fructose_org4_angle0.tif:201,11008.768,5384,16770
202,Fructose_org4_angle0.tif:202,11086.464,5106,16821
203,Fructose_org4_angle0.tif:203,11162.915,4743,17074
204,Fructose_org4_angle0.tif:204,11236.906,4470,17316
205,Fructose_org4_angle0.tif:205,11312.567,4227,17472
206,Fructose_org4_angle0.tif:206,11387.657,4088,17652
207,Fructose_org4_angle0.tif:207,11454.923,4049,17682
208,Fructose_org4_angle0.tif:208,11511.963,4014,17567
209,Fructose_org4_angle0.tif:209,11553.784,4022,17394
210,Fructose_org4_angle0.tif:210,11592.075,4074,17426
211,Fructose_org4_angle0.tif:211,11621.257,4209,17472
212,Fructose_org4_angle0.tif:212,11633.329,4398,17869
213,Fructose_org4_angle0.tif:213,11633.448,4684,18018
214,Fructose_org4_angle0.tif:214,11627.587,4955,17890
215,Fructose_org4_angle0.tif:215,11616.130,5285,18100
216,Fructose_org4_angle0.tif:216,11602.990,5624,18467
217,Fructose_org4_angle0.tif:217,11591.493,5831,18597
218,Fructose_org4_angle0.tif:218,11579.631,5888,18425
219,Fructose_org4_angle0.tif:219,11579.490,5972,17980
220,Fructose_org4_angle0.tif:220,11589.213,6053,17719
221,Fructose_org4_angle0.tif:221,11606.259,6029,17570
222,Fructose_org4_angle0.tif:222,11636.405,6098,17964
223,Fructose_org4_angle0.tif:223,11674.738,6041,18081
224,Fructose_org4_angle0.tif:224,11721.955,5997,18042
