z,quality
0,48.464
1,48.464
2,48.464
3,48.464
4,48.464
5,48.464
6,48.464
7,48.464
8,48.464
9,48.464
10,48.464
11,49.175
12,46.459
13,47.861
14,48.188
15,53.431
16,54.779
17,48.153
18,50.626
19,51.044
20,46.524
21,47.207
22,47.828
23,48.418
24,47.276
25,43.813
26,43.639
27,44.245
28,47.452
29,43.475
30,41.579
31,42.795
32,40.256
33,42.788
34,40.768
35,41.688
36,42.371
37,42.560
38,42.725
39,42.533
40,43.100
41,40.129
42,38.700
43,40.982
44,39.818
45,37.763
46,37.096
47,35.997
48,36.995
49,36.451
50,39.854
51,34.878
52,33.005
53,36.174
54,35.610
55,33.395
56,33.829
57,34.535
58,33.464
59,32.226
60,29.902
61,28.817
62,30.709
63,32.747
64,32.381
65,31.378
66,29.161
67,27.148
68,28.036
69,27.753
70,26.900
71,26.385
72,25.004
73,22.073
74,20.361
75,22.200
76,21.150
77,19.425
78,18.103
79,17.119
80,18.977
81,17.495
82,18.474
83,15.244
84,12.891
85,15.289
86,12.302
87,13.000
88,11.007
89,10.167
90,7.697
91,7.743
92,4.612
93,4.973
94,4.971
95,5.644
96,6.260
97,6.099
98,6.590
99,5.489
100,6.155
101,4.078
102,2.451
103,3.097
104,2.001
105,1.200
106,-0.267
107,1.936
108,3.364
109,3.841
110,1.643
111,2.774
112,0.959
113,-0.101
114,-0.018
115,-1.259
116,1.467
117,1.047
118,0.323
119,-0.742
120,0.806
121,1.261
122,-1.539
123,0.498
124,-0.544
125,-1.592
126,0.516
127,1.145
128,-0.788
129,0.558
130,-0.915
131,-0.915
132,-0.915
133,-0.915
134,-0.915
135,-0.915
136,-0.915
137,-0.915
138,-0.915
139,-0.915
140,-0.915
