z,quality
0,0
1,0
2,0
3,0
4,0
5,0
6,0
7,0
8,0
9,0
10,0
11,0
12,0
13,0
14,0
15,0
16,0
17,0
18,0
19,0
20,0
21,0
22,0
23,0
24,0
25,0
26,0
27,0
28,0
29,0
30,0
31,0
32,0
33,0
34,0
35,0
36,0
37,0
38,0
39,0
40,4.417
41,5.724
42,19.723
43,25.234
44,30.069
45,37.349
46,39.543
47,43.752
48,45.335
49,47.869
50,46.840
51,46.810
52,45.625
53,43.877
54,46.164
55,46.248
56,45.998
57,46.108
58,45.326
59,44.894
60,44.537
61,44.724
62,46.148
63,44.174
64,41.800
65,41.352
66,43.878
67,43.166
68,43.888
69,43.758
70,43.175
71,41.000
72,37.954
73,38.244
74,38.817
75,38.317
76,37.069
77,37.913
78,38.592
79,37.143
80,36.833
81,36.242
82,34.891
83,35.120
84,33.102
85,32.351
86,31.118
87,31.519
88,32.652
89,30.011
90,30.055
91,28.388
92,27.808
93,27.732
94,27.762
95,28.200
96,26.652
97,24.663
98,25.848
99,25.105
100,23.188
101,24.630
102,22.940
103,21.292
104,22.055
105,18.742
106,20.729
107,20.036
108,19.325
109,18.102
110,19.172
111,20.818
112,21.412
113,19.594
114,20.494
115,19.545
116,18.812
117,20.046
118,19.777
119,18.589
120,18.762
121,18.799
122,19.196
123,18.906
124,18.417
125,18.151
126,18.217
127,20.441
128,21.554
129,20.244
130,20.022
131,20.341
132,21.118
133,19.224
134,22.165
135,23.210
136,22.439
137,22.358
138,23.721
139,22.869
140,24.540
141,24.443
142,24.664
143,23.922
144,23.769
145,24.424
146,23.807
147,26.943
148,27.213
149,27.535
150,29.861
151,29.675
152,29.897
153,30.178
154,29.313
155,33.468
156,32.903
157,32.681
158,31.596
159,31.210
160,31.263
161,33.015
162,34.967
163,36.363
164,35.630
165,34.418
166,33.267
167,34.670
168,35.927
169,36.398
170,38.684
171,39.947
172,39.240
173,38.274
174,39.038
175,39.095
176,41.423
177,41.974
178,40.922
179,40.335
180,39.671
181,39.903
182,41.396
183,41.935
184,42.621
185,42.713
186,42.338
187,41.645
188,41.823
189,42.756
190,44.001
191,41.398
192,36.647
193,35.955
194,35.149
195,36.226
196,33.441
197,30.930
198,27.751
199,26.485
200,26.502
201,25.015
202,24.679
203,25.040
204,25.225
205,25.508
206,25.627
207,26.101
208,23.912
209,24.964
210,23.955
211,26.204
212,25.693
213,27.993
214,23.909
215,20.400
216,10.903
217,9.769
218,8.803
219,4.761
220,0
221,0
222,0
223,0
224,0
225,0
226,0
227,0
228,0
229,0
230,0
231,0
232,0
233,0
234,0
235,0
236,0
237,0
238,0
239,0
240,0
241,0
242,0
243,0
244,0
245,0
246,0
247,0
248,0
249,0
250,0
251,0
252,0
253,0
254,0
255,0
256,0
257,0
258,0
