z,quality
0,-0.000
1,-0.000
2,-0.000
3,-0.000
4,-0.000
5,-0.000
6,-0.000
7,-0.000
8,-0.000
9,-0.000
10,-0.000
11,-0.000
12,-0.000
13,-0.000
14,-0.000
15,-0.000
16,-0.000
17,-0.000
18,-0.000
19,-0.000
20,-0.000
21,-0.000
22,6.900E-4
23,6.531E-4
24,6.417E-4
25,6.355E-4
26,6.297E-4
27,6.244E-4
28,6.312E-4
29,6.509E-4
30,6.793E-4
31,7.018E-4
32,7.138E-4
33,7.117E-4
34,6.743E-4
35,6.159E-4
36,5.691E-4
37,5.325E-4
38,5.163E-4
39,5.121E-4
40,5.163E-4
41,5.215E-4
42,5.283E-4
43,5.349E-4
44,5.487E-4
45,5.648E-4
46,5.974E-4
47,6.262E-4
48,6.361E-4
49,6.257E-4
50,6.040E-4
51,5.685E-4
52,5.301E-4
53,5.066E-4
54,5.051E-4
55,5.017E-4
56,5.063E-4
57,5.088E-4
58,5.048E-4
59,5.064E-4
60,5.009E-4
61,4.946E-4
62,4.956E-4
63,4.920E-4
64,4.920E-4
65,5.010E-4
66,5.114E-4
67,5.232E-4
68,5.314E-4
69,5.218E-4
70,5.048E-4
71,4.874E-4
72,4.727E-4
73,4.665E-4
74,4.687E-4
75,4.718E-4
76,4.767E-4
77,4.830E-4
78,5.008E-4
79,5.217E-4
80,5.398E-4
81,5.614E-4
82,5.847E-4
83,5.821E-4
84,5.659E-4
85,5.589E-4
86,5.565E-4
87,5.579E-4
88,5.642E-4
89,5.614E-4
90,5.442E-4
91,5.163E-4
92,5.015E-4
93,4.968E-4
94,5.035E-4
95,5.113E-4
96,5.184E-4
97,5.146E-4
98,5.117E-4
99,5.076E-4
100,5.000E-4
101,4.995E-4
102,4.981E-4
103,4.945E-4
104,4.920E-4
105,4.935E-4
106,4.932E-4
107,4.957E-4
108,4.991E-4
109,5.031E-4
110,5.084E-4
111,5.141E-4
112,5.179E-4
113,5.207E-4
114,5.246E-4
115,5.297E-4
116,5.377E-4
117,5.467E-4
118,5.528E-4
119,5.588E-4
120,5.568E-4
121,5.539E-4
122,5.590E-4
123,5.667E-4
124,5.721E-4
125,5.787E-4
126,5.841E-4
127,5.918E-4
128,6.005E-4
129,6.130E-4
130,6.235E-4
131,6.289E-4
132,6.376E-4
133,6.469E-4
134,6.559E-4
135,6.597E-4
136,6.652E-4
137,6.761E-4
138,6.822E-4
139,6.959E-4
140,7.117E-4
141,7.283E-4
142,7.498E-4
143,7.683E-4
144,7.817E-4
145,7.981E-4
146,8.185E-4
147,8.378E-4
148,8.536E-4
149,8.655E-4
150,8.768E-4
151,8.847E-4
152,8.991E-4
153,9.125E-4
154,9.142E-4
155,9.254E-4
156,9.423E-4
157,9.705E-4
158,9.955E-4
159,0.001
160,0.001
161,0.001
162,0.001
163,0.001
164,0.001
165,0.001
166,0.001
167,0.001
168,0.001
169,0.001
170,0.001
171,0.001
172,0.001
173,0.001
174,0.001
175,0.001
176,0.001
177,0.001
178,0.001
179,0.001
180,0.001
181,0.001
182,0.002
183,0.002
184,0.002
185,0.002
186,0.002
187,0.002
188,0.002
189,0.002
190,0.002
191,0.002
192,0.002
193,0.002
194,0.002
195,0.002
196,0.002
197,0.002
198,0.002
199,0.002
200,0.002
201,0.002
202,0.002
203,0.003
204,0.003
205,0.003
206,0.003
207,0.003
208,0.003
209,0.003
210,0.003
211,0.003
212,0.003
213,0.004
214,0.004
215,0.004
216,0.004
217,0.004
218,0.005
219,0.005
220,0.006
221,0.006
222,0.006
223,0.007
224,0.007
225,0.008
226,0.009
227,0.010
228,0.011
229,0.012
230,0.012
231,0.012
232,0.011
233,0.009
234,0.009
235,0.009
236,0.009
237,0.008
238,0.008
239,0.007
240,0.005
241,0.003
242,0.002
243,0.001
244,8.201E-4
245,7.373E-4
246,6.738E-4
247,6.302E-4
248,6.076E-4
249,5.902E-4
250,5.794E-4
251,5.658E-4
252,5.619E-4
253,5.477E-4
254,5.405E-4
255,5.360E-4
256,5.385E-4
257,5.387E-4
258,5.426E-4
259,5.402E-4
260,5.388E-4
261,5.313E-4
262,5.297E-4
263,5.250E-4
264,5.234E-4
265,5.236E-4
266,5.270E-4
267,5.209E-4
268,5.232E-4
269,5.289E-4
270,5.391E-4
271,5.785E-4
272,0.005
273,-0.000
274,-0.000
275,-0.000
276,-0.000
