z,quality
0,40.935
1,40.935
2,40.935
3,40.935
4,40.935
5,40.935
6,40.935
7,40.935
8,40.935
9,40.935
10,40.935
11,41.552
12,43.859
13,47.646
14,50.482
15,50.245
16,52.166
17,54.302
18,53.965
19,52.198
20,51.301
21,50.793
22,54.268
23,54.573
24,51.473
25,53.284
26,53.583
27,52.585
28,53.702
29,59.477
30,59.102
31,52.690
32,47.182
33,44.203
34,44.784
35,46.603
36,46.248
37,45.522
38,45.183
39,47.695
40,46.601
41,46.584
42,43.427
43,46.205
44,46.493
45,44.633
46,42.076
47,43.953
48,44.593
49,45.540
50,44.263
51,42.233
52,41.718
53,41.436
54,45.555
55,45.913
56,46.039
57,42.470
58,41.740
59,42.738
60,40.929
61,42.292
62,42.199
63,40.467
64,40.308
65,38.823
66,38.196
67,39.605
68,40.666
69,39.414
70,38.551
71,39.140
72,37.664
73,38.893
74,37.108
75,36.038
76,36.479
77,35.187
78,35.181
79,35.481
80,32.470
81,34.895
82,34.438
83,33.551
84,32.575
85,33.805
86,31.943
87,32.187
88,32.517
89,31.034
90,30.611
91,31.148
92,30.193
93,30.307
94,31.325
95,29.319
96,29.838
97,27.559
98,26.443
99,25.667
100,27.395
101,26.820
102,25.896
103,25.116
104,22.997
105,22.986
106,23.776
107,24.665
108,25.553
109,24.980
110,24.081
111,23.344
112,24.690
113,23.491
114,22.682
115,23.001
116,23.091
117,23.092
118,22.942
119,24.952
120,24.292
121,24.963
122,23.122
123,23.303
124,21.909
125,22.279
126,23.671
127,22.980
128,22.155
129,24.332
130,22.134
131,20.912
132,20.053
133,20.179
134,19.618
135,20.430
136,21.396
137,21.727
138,22.226
139,22.851
140,22.190
141,20.830
142,20.518
143,21.037
144,21.216
145,20.388
146,20.183
147,20.833
148,20.343
149,20.931
150,22.125
151,21.471
152,20.832
153,20.420
154,21.611
155,21.813
156,23.143
157,21.702
158,21.810
159,21.450
160,21.910
161,21.853
162,21.071
163,19.838
164,19.938
165,19.659
166,20.081
167,19.674
168,21.999
169,20.692
170,20.649
171,18.964
172,20.045
173,20.234
174,20.462
175,18.706
176,19.411
177,20.187
178,20.759
179,20.691
180,20.787
181,20.950
182,20.531
183,19.349
184,20.522
185,21.740
186,22.107
187,24.180
188,21.100
189,21.814
190,20.225
191,21.609
192,18.869
193,20.631
194,19.901
195,20.301
196,20.412
197,20.125
198,22.399
199,22.135
200,21.847
201,19.598
202,21.628
203,21.426
204,22.129
205,24.678
206,23.343
207,23.684
208,26.560
209,26.796
210,25.330
211,24.183
212,23.841
213,24.866
214,27.057
215,23.292
216,20.544
217,23.115
218,23.389
219,22.896
220,22.132
221,20.148
222,21.505
223,23.332
224,22.057
225,22.669
226,13.507
227,0.000
228,0.000
229,0.000
230,0.000
231,0.000
232,0.000
233,0.000
234,0.000
235,0.000
236,0.000
237,0.000
238,0.000
239,0.000
240,0.000
241,0.000
242,0.000
243,0.000
244,0.000
245,0.000
246,0.000
247,0.000
248,0.000
249,0.000
250,0.000
251,0.000
252,0.000
253,0.000
