z,quality
0,61.010
1,61.010
2,61.010
3,61.010
4,61.010
5,61.010
6,61.010
7,61.010
8,61.010
9,61.010
10,61.010
11,61.271
12,64.916
13,60.681
14,60.133
15,65.175
16,68.069
17,59.899
18,54.524
19,56.325
20,54.174
21,54.494
22,53.706
23,52.292
24,55.811
25,56.512
26,52.695
27,53.027
28,50.814
29,51.334
30,50.054
31,48.650
32,47.966
33,47.164
34,46.448
35,44.445
36,47.203
37,48.580
38,46.615
39,45.987
40,43.749
41,43.530
42,44.995
43,45.417
44,44.617
45,43.967
46,41.983
47,41.774
48,41.129
49,37.975
50,40.900
51,44.188
52,41.483
53,40.151
54,37.968
55,38.119
56,38.103
57,36.215
58,38.374
59,35.207
60,34.132
61,33.169
62,33.259
63,34.368
64,33.677
65,32.306
66,33.017
67,35.046
68,32.452
69,30.165
70,31.572
71,33.577
72,32.919
73,29.945
74,30.670
75,27.410
76,26.702
77,26.311
78,28.638
79,27.297
80,24.666
81,27.782
82,27.720
83,27.674
84,28.720
85,25.155
86,23.838
87,24.778
88,23.369
89,23.442
90,21.993
91,22.745
92,22.070
93,19.805
94,20.878
95,18.196
96,17.244
97,18.072
98,16.863
99,18.256
100,17.563
101,16.814
102,16.775
103,15.444
104,16.628
105,13.757
106,14.450
107,12.620
108,12.364
109,13.644
110,11.956
111,12.343
112,10.074
113,11.562
114,9.483
115,9.118
116,10.688
117,9.119
118,9.978
119,9.414
120,9.777
121,7.832
122,7.762
123,7.018
124,7.496
125,5.150
126,7.188
127,6.904
128,5.231
129,5.002
130,5.534
131,5.534
132,5.534
133,5.534
134,5.534
135,5.534
136,5.534
137,5.534
138,5.534
139,5.534
140,5.534
