 ,Label,Mean,Min,Max
1,ScaleA2_org1.tif:1,0,0,0
2,ScaleA2_org1.tif:2,0,0,0
3,ScaleA2_org1.tif:3,0,0,0
4,ScaleA2_org1.tif:4,0,0,0
5,ScaleA2_org1.tif:5,0,0,0
6,ScaleA2_org1.tif:6,0,0,0
7,ScaleA2_org1.tif:7,0,0,0
8,ScaleA2_org1.tif:8,0,0,0
9,ScaleA2_org1.tif:9,0,0,0
10,ScaleA2_org1.tif:10,0,0,0
11,ScaleA2_org1.tif:11,0,0,0
12,ScaleA2_org1.tif:12,0,0,0
13,ScaleA2_org1.tif:13,0,0,0
14,ScaleA2_org1.tif:14,0,0,0
15,ScaleA2_org1.tif:15,0,0,0
16,ScaleA2_org1.tif:16,0,0,0
17,ScaleA2_org1.tif:17,0,0,0
18,ScaleA2_org1.tif:18,0,0,0
19,ScaleA2_org1.tif:19,0,0,0
20,ScaleA2_org1.tif:20,0,0,0
21,ScaleA2_org1.tif:21,0,0,0
22,ScaleA2_org1.tif:22,0,0,0
23,ScaleA2_org1.tif:23,0,0,0
24,ScaleA2_org1.tif:24,0,0,0
25,ScaleA2_org1.tif:25,0,0,0
26,ScaleA2_org1.tif:26,0,0,0
27,ScaleA2_org1.tif:27,0,0,0
28,ScaleA2_org1.tif:28,0,0,0
29,ScaleA2_org1.tif:29,0,0,0
30,ScaleA2_org1.tif:30,0,0,0
31,ScaleA2_org1.tif:31,0,0,0
32,ScaleA2_org1.tif:32,1.865,0,583
33,ScaleA2_org1.tif:33,9.520,0,657
34,ScaleA2_org1.tif:34,23.605,0,714
35,ScaleA2_org1.tif:35,44.292,0,742
36,ScaleA2_org1.tif:36,72.787,0,764
37,ScaleA2_org1.tif:37,110.070,0,810
38,ScaleA2_org1.tif:38,158.536,0,956
39,ScaleA2_org1.tif:39,219.758,0,1297
40,ScaleA2_org1.tif:40,293.058,0,1838
41,ScaleA2_org1.tif:41,382.295,0,2527
42,ScaleA2_org1.tif:42,493.710,0,3612
