z,quality
0,24.995
1,24.995
2,24.995
3,24.995
4,24.995
5,24.995
6,24.995
7,24.995
8,24.995
9,24.995
10,24.995
11,26.373
12,24.646
13,24.646
14,23.664
15,24.119
16,24.333
17,23.734
18,26.303
19,24.232
20,28.058
21,32.942
22,35.296
23,35.153
24,37.077
25,40.707
26,42.357
27,43.761
28,45.889
29,48.881
30,52.418
31,50.494
32,49.482
33,49.941
34,52.607
35,54.178
36,55.092
37,54.566
38,53.841
39,55.736
40,57.215
41,59.047
42,57.844
43,58.043
44,60.410
45,58.518
46,56.752
47,55.207
48,54.412
49,53.181
50,53.873
51,55.266
52,55.498
53,55.021
54,55.591
55,55.706
56,52.786
57,50.511
58,49.549
59,50.107
60,51.507
61,51.775
62,51.458
63,50.400
64,50.265
65,51.435
66,51.496
67,52.547
68,47.330
69,46.070
70,46.729
71,46.188
72,47.695
73,48.698
74,47.178
75,44.829
76,43.762
77,45.074
78,44.856
79,46.411
80,46.694
81,44.499
82,44.799
83,43.246
84,42.839
85,41.891
86,43.234
87,43.292
88,43.932
89,43.926
90,42.915
91,42.834
92,42.717
93,43.053
94,43.590
95,43.357
96,42.387
97,41.605
98,42.294
99,42.768
100,43.206
101,42.271
102,43.537
103,42.417
104,40.741
105,41.129
106,40.077
107,38.469
108,38.747
109,39.296
110,38.407
111,38.848
112,38.880
113,40.352
114,38.224
115,38.352
116,37.254
117,37.214
118,38.319
119,38.439
120,37.319
121,37.935
122,36.831
123,36.615
124,36.145
125,34.756
126,34.968
127,35.641
128,34.582
129,32.408
130,34.321
131,34.029
132,34.389
133,32.438
134,33.118
135,30.580
136,32.023
137,30.987
138,31.069
139,30.781
140,29.890
141,30.304
142,30.492
143,30.770
144,30.346
145,30.786
146,30.831
147,29.578
148,30.403
149,29.606
150,28.176
151,28.291
152,28.780
153,26.008
154,27.481
155,26.498
156,25.945
157,24.822
158,25.880
159,24.497
160,24.015
161,24.888
162,23.544
163,21.811
164,22.100
165,22.951
166,22.397
167,22.943
168,22.250
169,20.997
170,21.280
171,20.243
172,21.096
173,21.599
174,21.872
175,20.226
176,19.102
177,19.677
178,18.032
179,19.632
180,19.130
181,18.086
182,17.101
183,16.789
184,16.797
185,16.772
186,16.074
187,15.212
188,15.689
189,14.279
190,13.600
191,13.799
192,16.155
193,15.159
194,12.688
195,13.656
196,11.710
197,11.857
198,13.918
199,12.502
200,10.543
201,9.937
202,8.954
203,10.833
204,10.490
205,9.887
206,10.427
207,8.024
208,7.979
209,8.772
210,8.781
211,8.323
212,9.400
213,8.952
214,9.467
215,8.787
216,8.756
217,10.757
218,10.659
219,9.865
220,9.596
221,9.672
222,8.057
223,10.695
224,11.688
225,11.830
226,11.525
227,10.854
228,12.470
229,10.768
230,15.578
231,0.000
232,0.000
233,0.000
234,0.000
235,0.000
236,0.000
237,0.000
238,0.000
239,0.000
240,0.000
241,0.000
242,0.000
243,0.000
244,0.000
245,0.000
246,0.000
247,0.000
248,0.000
249,0.000
250,0.000
251,0.000
252,0.000
253,0.000
254,0.000
255,0.000
256,0.000
257,0.000
258,0.000
259,0.000
260,0.000
261,0.000
262,0.000
263,0.000
264,0.000
265,0.000
266,0.000
267,0.000
268,0.000
