z,quality
0,-0.000
1,7.301E-4
2,0.001
3,0.002
4,0.004
5,0.005
6,0.005
7,0.006
8,0.006
9,0.006
10,0.005
11,0.004
12,0.004
13,0.004
14,0.004
15,0.004
16,0.004
17,0.004
18,0.004
19,0.004
20,0.003
21,0.003
22,0.003
23,0.003
24,0.002
25,0.002
26,0.002
27,0.002
28,0.002
29,0.002
30,0.002
31,0.002
32,0.002
33,0.002
34,0.002
35,0.001
36,0.001
37,0.001
38,0.001
39,0.001
40,0.001
41,0.001
42,0.001
43,0.001
44,0.001
45,0.001
46,0.001
47,0.001
48,0.001
49,0.001
50,0.001
51,0.001
52,0.001
53,0.001
54,0.001
55,9.613E-4
56,9.591E-4
57,9.338E-4
58,8.995E-4
59,9.036E-4
60,8.688E-4
61,8.592E-4
62,8.427E-4
63,8.175E-4
64,8.333E-4
65,8.036E-4
66,8.139E-4
67,7.987E-4
68,7.799E-4
69,7.797E-4
70,7.563E-4
71,7.760E-4
72,7.642E-4
73,7.461E-4
74,7.292E-4
75,7.039E-4
76,6.905E-4
77,6.773E-4
78,6.694E-4
79,6.635E-4
80,6.366E-4
81,6.424E-4
82,6.348E-4
83,6.281E-4
84,6.294E-4
85,6.084E-4
86,6.021E-4
87,5.836E-4
88,5.692E-4
89,5.629E-4
90,5.467E-4
91,5.489E-4
92,5.437E-4
93,5.368E-4
94,5.302E-4
95,5.193E-4
96,5.201E-4
97,5.160E-4
98,4.986E-4
99,4.942E-4
100,4.834E-4
101,4.780E-4
102,4.669E-4
103,4.640E-4
104,4.600E-4
105,4.521E-4
106,4.499E-4
107,4.437E-4
108,4.428E-4
109,4.407E-4
110,4.297E-4
111,4.302E-4
112,4.217E-4
113,4.219E-4
114,4.177E-4
115,4.128E-4
116,4.124E-4
117,4.058E-4
118,4.042E-4
119,4.023E-4
120,3.985E-4
121,4.006E-4
122,3.940E-4
123,3.932E-4
124,3.886E-4
125,3.869E-4
126,3.853E-4
127,3.841E-4
128,3.821E-4
129,3.811E-4
130,3.805E-4
131,3.787E-4
132,3.753E-4
133,3.752E-4
134,3.736E-4
135,3.713E-4
136,3.673E-4
137,3.657E-4
138,3.695E-4
139,-0.000
140,-0.000
