 ,Label,Mean,Min,Max
1,ScaleA2_org2.tif:1,0.000,0,0
2,ScaleA2_org2.tif:2,0.000,0,0
3,ScaleA2_org2.tif:3,0.000,0,0
4,ScaleA2_org2.tif:4,14.463,0,443
5,ScaleA2_org2.tif:5,323.627,231,443
6,ScaleA2_org2.tif:6,326.038,225,457
7,ScaleA2_org2.tif:7,327.665,230,466
8,ScaleA2_org2.tif:8,323.788,233,425
9,ScaleA2_org2.tif:9,320.729,224,436
10,ScaleA2_org2.tif:10,319.548,233,436
11,ScaleA2_org2.tif:11,319.785,234,437
12,ScaleA2_org2.tif:12,321.305,235,435
13,ScaleA2_org2.tif:13,323.855,232,433
14,ScaleA2_org2.tif:14,327.086,224,468
15,ScaleA2_org2.tif:15,331.050,235,469
16,ScaleA2_org2.tif:16,335.503,233,497
17,ScaleA2_org2.tif:17,340.271,238,564
18,ScaleA2_org2.tif:18,346.287,236,696
19,ScaleA2_org2.tif:19,354.227,237,1093
20,ScaleA2_org2.tif:20,365.802,240,1750
21,ScaleA2_org2.tif:21,382.384,239,2586
22,ScaleA2_org2.tif:22,407.039,241,3645
23,ScaleA2_org2.tif:23,443.624,241,5385
24,ScaleA2_org2.tif:24,496.003,240,9031
25,ScaleA2_org2.tif:25,564.702,246,12511
26,ScaleA2_org2.tif:26,644.868,246,14035
27,ScaleA2_org2.tif:27,729.304,254,15423
28,ScaleA2_org2.tif:28,814.130,250,19317
29,ScaleA2_org2.tif:29,896.774,251,19795
30,ScaleA2_org2.tif:30,977.965,253,21550
31,ScaleA2_org2.tif:31,1063.373,254,21382
32,ScaleA2_org2.tif:32,1157.858,254,18242
33,ScaleA2_org2.tif:33,1259.477,261,12684
34,ScaleA2_org2.tif:34,1364.873,271,9847
35,ScaleA2_org2.tif:35,1469.234,271,11626
36,ScaleA2_org2.tif:36,1564.861,279,16421
37,ScaleA2_org2.tif:37,1647.335,281,19238
38,ScaleA2_org2.tif:38,1716.877,294,18146
39,ScaleA2_org2.tif:39,1769.313,289,15003
40,ScaleA2_org2.tif:40,1807.124,293,20150
41,ScaleA2_org2.tif:41,1832.207,299,22889
42,ScaleA2_org2.tif:42,1846.573,306,20050
43,ScaleA2_org2.tif:43,1850.654,313,12726
44,ScaleA2_org2.tif:44,1853.706,320,12011
45,ScaleA2_org2.tif:45,1856.207,322,15186
46,ScaleA2_org2.tif:46,1860.971,334,16520
47,ScaleA2_org2.tif:47,1869.974,347,14359
48,ScaleA2_org2.tif:48,1886.049,348,11788
49,ScaleA2_org2.tif:49,1912.951,357,15552
50,ScaleA2_org2.tif:50,1953.659,373,17114
51,ScaleA2_org2.tif:51,2006.605,377,15550
52,ScaleA2_org2.tif:52,2072.665,389,11445
53,ScaleA2_org2.tif:53,2147.320,400,7721
54,ScaleA2_org2.tif:54,2222.633,424,10676
55,ScaleA2_org2.tif:55,2292.597,443,11345
56,ScaleA2_org2.tif:56,2345.585,453,11156
57,ScaleA2_org2.tif:57,2374.994,467,10771
58,ScaleA2_org2.tif:58,2382.188,496,10381
59,ScaleA2_org2.tif:59,2375.853,493,8370
60,ScaleA2_org2.tif:60,2364.055,507,6903
61,ScaleA2_org2.tif:61,2355.719,531,7135
62,ScaleA2_org2.tif:62,2356.388,536,7006
63,ScaleA2_org2.tif:63,2370.353,551,7442
64,ScaleA2_org2.tif:64,2396.877,586,11025
65,ScaleA2_org2.tif:65,2432.217,606,16155
66,ScaleA2_org2.tif:66,2471.769,627,23752
67,ScaleA2_org2.tif:67,2512.766,656,29209
68,ScaleA2_org2.tif:68,2552.237,695,26807
69,ScaleA2_org2.tif:69,2588.409,716,17596
70,ScaleA2_org2.tif:70,2621.028,748,11709
71,ScaleA2_org2.tif:71,2648.468,756,12951
72,ScaleA2_org2.tif:72,2671.332,786,16225
73,ScaleA2_org2.tif:73,2688.165,803,15904
74,ScaleA2_org2.tif:74,2698.350,829,12668
75,ScaleA2_org2.tif:75,2704.993,838,8631
76,ScaleA2_org2.tif:76,2709.153,857,7146
77,ScaleA2_org2.tif:77,2710.208,884,6067
78,ScaleA2_org2.tif:78,2708.534,877,5925
79,ScaleA2_org2.tif:79,2704.753,899,4823
80,ScaleA2_org2.tif:80,2702.425,923,4429
81,ScaleA2_org2.tif:81,2702.289,903,4765
82,ScaleA2_org2.tif:82,2705.697,909,5168
83,ScaleA2_org2.tif:83,2712.587,966,5145
84,ScaleA2_org2.tif:84,2724.364,963,4641
85,ScaleA2_org2.tif:85,2739.119,982,4384
86,ScaleA2_org2.tif:86,2754.540,1029,4549
87,ScaleA2_org2.tif:87,2767.120,1084,4347
88,ScaleA2_org2.tif:88,2774.717,1134,4171
89,ScaleA2_org2.tif:89,2779.354,1155,4086
90,ScaleA2_org2.tif:90,2781.707,1192,4026
91,ScaleA2_org2.tif:91,2783.265,1204,3879
92,ScaleA2_org2.tif:92,2787.460,1204,4019
93,ScaleA2_org2.tif:93,2797.636,1227,3971
94,ScaleA2_org2.tif:94,2814.666,1226,4137
95,ScaleA2_org2.tif:95,2840.877,1258,4968
96,ScaleA2_org2.tif:96,2873.569,1293,5197
97,ScaleA2_org2.tif:97,2911.893,1341,4854
98,ScaleA2_org2.tif:98,2950.601,1399,4713
99,ScaleA2_org2.tif:99,2984.618,1458,4621
100,ScaleA2_org2.tif:100,3009.255,1526,4743
101,ScaleA2_org2.tif:101,3022.968,1593,4694
102,ScaleA2_org2.tif:102,3027.587,1604,4614
103,ScaleA2_org2.tif:103,3025.780,1646,4651
104,ScaleA2_org2.tif:104,3023.697,1664,4646
105,ScaleA2_org2.tif:105,3026.991,1674,4616
106,ScaleA2_org2.tif:106,3036.476,1750,4650
107,ScaleA2_org2.tif:107,3052.817,1805,4674
108,ScaleA2_org2.tif:108,3071.081,1855,4648
109,ScaleA2_org2.tif:109,3089.058,1897,4612
110,ScaleA2_org2.tif:110,3105.774,1916,4525
111,ScaleA2_org2.tif:111,3121.329,1910,4468
112,ScaleA2_org2.tif:112,3137.654,1838,4423
113,ScaleA2_org2.tif:113,3160.006,1796,4383
114,ScaleA2_org2.tif:114,3191.741,1817,4413
115,ScaleA2_org2.tif:115,3233.369,1882,4520
