 ,Label,Mean,Min,Max
1,ClearT2_org2_angle1.tif:1,0.000,0,0
2,ClearT2_org2_angle1.tif:2,0.000,0,0
3,ClearT2_org2_angle1.tif:3,0.000,0,0
4,ClearT2_org2_angle1.tif:4,84.602,0,790
5,ClearT2_org2_angle1.tif:5,358.159,207,683
6,ClearT2_org2_angle1.tif:6,368.262,233,714
7,ClearT2_org2_angle1.tif:7,374.741,229,766
8,ClearT2_org2_angle1.tif:8,380.599,241,845
9,ClearT2_org2_angle1.tif:9,386.727,244,1007
10,ClearT2_org2_angle1.tif:10,392.929,246,1205
11,ClearT2_org2_angle1.tif:11,400.182,232,1859
12,ClearT2_org2_angle1.tif:12,409.390,250,4749
13,ClearT2_org2_angle1.tif:13,421.818,251,18010
14,ClearT2_org2_angle1.tif:14,437.790,251,45259
15,ClearT2_org2_angle1.tif:15,454.407,250,61341
16,ClearT2_org2_angle1.tif:16,472.449,247,65391
17,ClearT2_org2_angle1.tif:17,492.024,253,61350
18,ClearT2_org2_angle1.tif:18,512.418,254,37128
19,ClearT2_org2_angle1.tif:19,533.627,260,18959
20,ClearT2_org2_angle1.tif:20,557.038,256,9658
21,ClearT2_org2_angle1.tif:21,584.486,258,6617
22,ClearT2_org2_angle1.tif:22,615.837,264,7603
23,ClearT2_org2_angle1.tif:23,651.571,265,13030
24,ClearT2_org2_angle1.tif:24,691.809,262,17786
25,ClearT2_org2_angle1.tif:25,738.071,267,19260
26,ClearT2_org2_angle1.tif:26,788.386,271,17099
27,ClearT2_org2_angle1.tif:27,843.810,267,15730
28,ClearT2_org2_angle1.tif:28,906.275,273,12460
29,ClearT2_org2_angle1.tif:29,981.966,270,16258
30,ClearT2_org2_angle1.tif:30,1075.828,279,35790
31,ClearT2_org2_angle1.tif:31,1189.648,285,61353
32,ClearT2_org2_angle1.tif:32,1312.152,281,65535
33,ClearT2_org2_angle1.tif:33,1437.288,289,65535
34,ClearT2_org2_angle1.tif:34,1556.287,289,65535
35,ClearT2_org2_angle1.tif:35,1662.607,293,65535
36,ClearT2_org2_angle1.tif:36,1748.887,293,61236
37,ClearT2_org2_angle1.tif:37,1820.221,298,49640
38,ClearT2_org2_angle1.tif:38,1889.543,303,44715
39,ClearT2_org2_angle1.tif:39,1959.577,305,32936
40,ClearT2_org2_angle1.tif:40,2034.440,310,19042
41,ClearT2_org2_angle1.tif:41,2110.370,316,13568
42,ClearT2_org2_angle1.tif:42,2185.293,323,18469
43,ClearT2_org2_angle1.tif:43,2263.443,325,22693
44,ClearT2_org2_angle1.tif:44,2343.124,328,24269
45,ClearT2_org2_angle1.tif:45,2423.817,333,36794
46,ClearT2_org2_angle1.tif:46,2505.879,343,50044
47,ClearT2_org2_angle1.tif:47,2590.875,338,53254
48,ClearT2_org2_angle1.tif:48,2682.245,347,52963
49,ClearT2_org2_angle1.tif:49,2762.595,346,63884
50,ClearT2_org2_angle1.tif:50,2820.515,343,65507
51,ClearT2_org2_angle1.tif:51,2859.437,350,64767
52,ClearT2_org2_angle1.tif:52,2883.089,353,55334
53,ClearT2_org2_angle1.tif:53,2894.494,358,44584
54,ClearT2_org2_angle1.tif:54,2903.310,361,22013
55,ClearT2_org2_angle1.tif:55,2924.881,362,10813
