z,quality
0,26.393
1,26.393
2,26.393
3,26.393
4,26.393
5,26.393
6,26.393
7,26.393
8,26.393
9,26.393
10,26.393
11,26.979
12,27.153
13,25.455
14,25.196
15,24.782
16,24.391
17,26.988
18,25.575
19,26.159
20,25.912
21,27.283
22,27.512
23,25.871
24,25.909
25,27.313
26,27.502
27,26.949
28,26.399
29,26.432
30,26.524
31,25.380
32,25.978
33,27.320
34,30.256
35,31.530
36,32.483
37,33.781
38,36.264
39,39.119
40,38.681
41,44.299
42,48.551
43,48.389
44,51.178
45,49.918
46,50.709
47,53.448
48,58.529
49,59.694
50,56.346
51,57.573
52,62.187
53,58.073
54,56.537
55,58.374
56,57.648
57,59.185
58,61.850
59,60.726
60,59.736
61,59.741
62,56.569
63,55.199
64,56.534
65,56.308
66,58.070
67,58.437
68,55.277
69,56.580
70,60.985
71,59.548
72,59.169
73,56.785
74,58.259
75,59.658
76,58.274
77,57.710
78,57.296
79,58.018
80,56.223
81,54.924
82,55.314
83,53.954
84,52.529
85,52.082
86,52.213
87,53.418
88,51.821
89,51.217
90,50.658
91,50.548
92,51.335
93,50.928
94,50.532
95,50.835
96,49.472
97,49.130
98,48.170
99,49.599
100,48.341
101,47.694
102,45.984
103,45.822
104,47.079
105,48.141
106,48.125
107,47.401
108,46.412
109,44.779
110,45.336
111,45.469
112,45.013
113,45.008
114,45.608
115,45.158
116,45.108
117,44.206
118,43.297
119,43.138
120,43.982
121,43.631
122,43.254
123,42.780
124,41.730
125,39.327
126,41.514
127,41.813
128,41.676
129,39.378
130,39.346
131,40.845
132,39.769
133,37.598
134,39.324
135,40.233
136,39.110
137,38.581
138,38.585
139,37.877
140,36.916
141,35.580
142,37.729
143,36.970
144,37.622
145,36.040
146,36.649
147,37.296
148,36.656
149,35.070
150,35.256
151,35.218
152,36.161
153,37.781
154,38.424
155,37.521
156,37.042
157,35.772
158,36.114
159,36.772
160,36.775
161,36.800
162,37.412
163,34.930
164,35.636
165,36.731
166,36.510
167,36.731
168,36.293
169,36.801
170,36.625
171,35.831
172,34.641
173,34.735
174,34.995
175,36.246
176,34.336
177,34.505
178,34.116
179,35.933
180,34.668
181,36.381
182,35.471
183,34.356
184,33.945
185,35.446
186,33.791
187,34.638
188,34.659
189,34.871
190,33.614
191,34.573
192,35.579
193,34.823
194,35.418
195,34.296
196,33.874
197,34.704
198,34.578
199,34.585
200,34.194
201,35.330
202,35.814
203,36.180
204,36.633
205,37.428
206,36.596
207,36.044
208,35.950
209,35.597
210,35.887
211,36.613
212,34.828
213,34.362
214,34.988
215,32.892
216,34.908
217,34.361
218,32.010
219,32.393
220,33.686
221,33.881
222,32.365
223,31.554
224,31.280
225,27.627
226,26.433
227,0.000
228,0.000
229,0.000
230,0.000
231,0.000
232,0.000
233,0.000
234,0.000
235,0.000
236,0.000
237,0.000
238,0.000
239,0.000
240,0.000
241,0.000
242,0.000
243,0.000
244,0.000
245,0.000
246,0.000
247,0.000
248,0.000
249,0.000
250,0.000
251,0.000
252,0.000
253,0.000
254,0.000
255,0.000
256,0.000
257,0.000
