 ,Label,Mean,Min,Max
1,ScaleA2_org2_angle0.tif:1,0,0,0
2,ScaleA2_org2_angle0.tif:2,0,0,0
3,ScaleA2_org2_angle0.tif:3,0,0,0
4,ScaleA2_org2_angle0.tif:4,0,0,0
5,ScaleA2_org2_angle0.tif:5,0,0,0
6,ScaleA2_org2_angle0.tif:6,0,0,0
7,ScaleA2_org2_angle0.tif:7,0,0,0
8,ScaleA2_org2_angle0.tif:8,0,0,0
9,ScaleA2_org2_angle0.tif:9,0,0,0
10,ScaleA2_org2_angle0.tif:10,0,0,0
11,ScaleA2_org2_angle0.tif:11,0,0,0
12,ScaleA2_org2_angle0.tif:12,0,0,0
13,ScaleA2_org2_angle0.tif:13,0,0,0
14,ScaleA2_org2_angle0.tif:14,0,0,0
15,ScaleA2_org2_angle0.tif:15,0,0,0
16,ScaleA2_org2_angle0.tif:16,0,0,0
17,ScaleA2_org2_angle0.tif:17,0,0,0
18,ScaleA2_org2_angle0.tif:18,0,0,0
19,ScaleA2_org2_angle0.tif:19,0,0,0
20,ScaleA2_org2_angle0.tif:20,0,0,0
21,ScaleA2_org2_angle0.tif:21,0,0,0
22,ScaleA2_org2_angle0.tif:22,0,0,0
23,ScaleA2_org2_angle0.tif:23,0,0,0
24,ScaleA2_org2_angle0.tif:24,0,0,0
25,ScaleA2_org2_angle0.tif:25,0,0,0
26,ScaleA2_org2_angle0.tif:26,0,0,0
27,ScaleA2_org2_angle0.tif:27,0,0,0
28,ScaleA2_org2_angle0.tif:28,0,0,0
29,ScaleA2_org2_angle0.tif:29,693.821,246,1787
30,ScaleA2_org2_angle0.tif:30,751.117,249,1919
31,ScaleA2_org2_angle0.tif:31,809.359,244,2007
32,ScaleA2_org2_angle0.tif:32,876.285,270,2118
33,ScaleA2_org2_angle0.tif:33,949.852,278,2202
34,ScaleA2_org2_angle0.tif:34,1028.041,298,2260
35,ScaleA2_org2_angle0.tif:35,1107.534,310,2294
36,ScaleA2_org2_angle0.tif:36,1182.973,318,2340
37,ScaleA2_org2_angle0.tif:37,1250.987,323,2377
